"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"29/04/2024 06:00:00 - 29/04/2024 07:00:00","BZN|SE3","Without Sequence","95.77","",""
"29/04/2024 07:00:00 - 29/04/2024 08:00:00","BZN|SE3","Without Sequence","62.63","",""
"29/04/2024 08:00:00 - 29/04/2024 09:00:00","BZN|SE3","Without Sequence","51.87","",""
"29/04/2024 09:00:00 - 29/04/2024 10:00:00","BZN|SE3","Without Sequence","34.32","",""
"29/04/2024 10:00:00 - 29/04/2024 11:00:00","BZN|SE3","Without Sequence","31.39","",""
"29/04/2024 11:00:00 - 29/04/2024 12:00:00","BZN|SE3","Without Sequence","25.32","",""
"29/04/2024 12:00:00 - 29/04/2024 13:00:00","BZN|SE3","Without Sequence","25.17","",""
"29/04/2024 13:00:00 - 29/04/2024 14:00:00","BZN|SE3","Without Sequence","32.65","",""
"29/04/2024 14:00:00 - 29/04/2024 15:00:00","BZN|SE3","Without Sequence","35.29","",""
"29/04/2024 15:00:00 - 29/04/2024 16:00:00","BZN|SE3","Without Sequence","37.65","",""
"29/04/2024 16:00:00 - 29/04/2024 17:00:00","BZN|SE3","Without Sequence","42.00","",""
"29/04/2024 17:00:00 - 29/04/2024 18:00:00","BZN|SE3","Without Sequence","64.59","",""
"29/04/2024 18:00:00 - 29/04/2024 19:00:00","BZN|SE3","Without Sequence","65.86","",""
"29/04/2024 19:00:00 - 29/04/2024 20:00:00","BZN|SE3","Without Sequence","65.50","",""
"29/04/2024 20:00:00 - 29/04/2024 21:00:00","BZN|SE3","Without Sequence","61.12","",""
"29/04/2024 21:00:00 - 29/04/2024 22:00:00","BZN|SE3","Without Sequence","40.00","",""
"29/04/2024 22:00:00 - 29/04/2024 23:00:00","BZN|SE3","Without Sequence","30.92","",""
"29/04/2024 23:00:00 - 30/04/2024 00:00:00","BZN|SE3","Without Sequence","31.09","",""
"30/04/2024 00:00:00 - 30/04/2024 01:00:00","BZN|SE3","Without Sequence","33.07","",""
"30/04/2024 01:00:00 - 30/04/2024 02:00:00","BZN|SE3","Without Sequence","35.75","",""
"30/04/2024 02:00:00 - 30/04/2024 03:00:00","BZN|SE3","Without Sequence","51.23","",""
"30/04/2024 03:00:00 - 30/04/2024 04:00:00","BZN|SE3","Without Sequence","51.92","",""
"30/04/2024 04:00:00 - 30/04/2024 05:00:00","BZN|SE3","Without Sequence","54.19","",""
"30/04/2024 05:00:00 - 30/04/2024 06:00:00","BZN|SE3","Without Sequence","60.03","",""
"30/04/2024 06:00:00 - 30/04/2024 07:00:00","BZN|SE3","Without Sequence","84.45","",""
"30/04/2024 07:00:00 - 30/04/2024 08:00:00","BZN|SE3","Without Sequence","62.66","",""
"30/04/2024 08:00:00 - 30/04/2024 09:00:00","BZN|SE3","Without Sequence","52.54","",""
"30/04/2024 09:00:00 - 30/04/2024 10:00:00","BZN|SE3","Without Sequence","43.91","",""
"30/04/2024 10:00:00 - 30/04/2024 11:00:00","BZN|SE3","Without Sequence","31.25","",""
"30/04/2024 11:00:00 - 30/04/2024 12:00:00","BZN|SE3","Without Sequence","24.10","",""
"30/04/2024 12:00:00 - 30/04/2024 13:00:00","BZN|SE3","Without Sequence","14.99","",""
"30/04/2024 13:00:00 - 30/04/2024 14:00:00","BZN|SE3","Without Sequence","25.32","",""
"30/04/2024 14:00:00 - 30/04/2024 15:00:00","BZN|SE3","Without Sequence","45.58","",""
"30/04/2024 15:00:00 - 30/04/2024 16:00:00","BZN|SE3","Without Sequence","53.39","",""
"30/04/2024 16:00:00 - 30/04/2024 17:00:00","BZN|SE3","Without Sequence","53.81","",""
"30/04/2024 17:00:00 - 30/04/2024 18:00:00","BZN|SE3","Without Sequence","54.30","",""
"30/04/2024 18:00:00 - 30/04/2024 19:00:00","BZN|SE3","Without Sequence","54.07","",""
"30/04/2024 19:00:00 - 30/04/2024 20:00:00","BZN|SE3","Without Sequence","53.42","",""
"30/04/2024 20:00:00 - 30/04/2024 21:00:00","BZN|SE3","Without Sequence","52.52","",""
"30/04/2024 21:00:00 - 30/04/2024 22:00:00","BZN|SE3","Without Sequence","50.05","",""
"30/04/2024 22:00:00 - 30/04/2024 23:00:00","BZN|SE3","Without Sequence","38.00","",""
"30/04/2024 23:00:00 - 01/05/2024 00:00:00","BZN|SE3","Without Sequence","36.61","",""
"01/05/2024 00:00:00 - 01/05/2024 01:00:00","BZN|SE3","Without Sequence","35.82","",""
"01/05/2024 01:00:00 - 01/05/2024 02:00:00","BZN|SE3","Without Sequence","35.10","",""
"01/05/2024 02:00:00 - 01/05/2024 03:00:00","BZN|SE3","Without Sequence","35.59","",""
"01/05/2024 03:00:00 - 01/05/2024 04:00:00","BZN|SE3","Without Sequence","35.55","",""
"01/05/2024 04:00:00 - 01/05/2024 05:00:00","BZN|SE3","Without Sequence","38.29","",""
"01/05/2024 05:00:00 - 01/05/2024 06:00:00","BZN|SE3","Without Sequence","28.08","",""
"01/05/2024 06:00:00 - 01/05/2024 07:00:00","BZN|SE3","Without Sequence","9.42","",""
"01/05/2024 07:00:00 - 01/05/2024 08:00:00","BZN|SE3","Without Sequence","3.83","",""
"01/05/2024 08:00:00 - 01/05/2024 09:00:00","BZN|SE3","Without Sequence","3.49","",""
"01/05/2024 09:00:00 - 01/05/2024 10:00:00","BZN|SE3","Without Sequence","4.17","",""
"01/05/2024 10:00:00 - 01/05/2024 11:00:00","BZN|SE3","Without Sequence","2.29","",""
"01/05/2024 11:00:00 - 01/05/2024 12:00:00","BZN|SE3","Without Sequence","1.50","",""
"01/05/2024 12:00:00 - 01/05/2024 13:00:00","BZN|SE3","Without Sequence","0.44","",""
"01/05/2024 13:00:00 - 01/05/2024 14:00:00","BZN|SE3","Without Sequence","0.66","",""
"01/05/2024 14:00:00 - 01/05/2024 15:00:00","BZN|SE3","Without Sequence","3.29","",""
"01/05/2024 15:00:00 - 01/05/2024 16:00:00","BZN|SE3","Without Sequence","4.37","",""
"01/05/2024 16:00:00 - 01/05/2024 17:00:00","BZN|SE3","Without Sequence","23.25","",""
"01/05/2024 17:00:00 - 01/05/2024 18:00:00","BZN|SE3","Without Sequence","41.82","",""
"01/05/2024 18:00:00 - 01/05/2024 19:00:00","BZN|SE3","Without Sequence","45.75","",""
"01/05/2024 19:00:00 - 01/05/2024 20:00:00","BZN|SE3","Without Sequence","34.01","",""
"01/05/2024 20:00:00 - 01/05/2024 21:00:00","BZN|SE3","Without Sequence","29.92","",""
"01/05/2024 21:00:00 - 01/05/2024 22:00:00","BZN|SE3","Without Sequence","22.00","",""
"01/05/2024 22:00:00 - 01/05/2024 23:00:00","BZN|SE3","Without Sequence","14.56","",""
"01/05/2024 23:00:00 - 02/05/2024 00:00:00","BZN|SE3","Without Sequence","10.94","",""
"02/05/2024 00:00:00 - 02/05/2024 01:00:00","BZN|SE3","Without Sequence","10.00","",""
"02/05/2024 01:00:00 - 02/05/2024 02:00:00","BZN|SE3","Without Sequence","7.80","",""
"02/05/2024 02:00:00 - 02/05/2024 03:00:00","BZN|SE3","Without Sequence","10.94","",""
"02/05/2024 03:00:00 - 02/05/2024 04:00:00","BZN|SE3","Without Sequence","30.42","",""
"02/05/2024 04:00:00 - 02/05/2024 05:00:00","BZN|SE3","Without Sequence","39.82","",""
"02/05/2024 05:00:00 - 02/05/2024 06:00:00","BZN|SE3","Without Sequence","49.63","",""
"02/05/2024 06:00:00 - 02/05/2024 07:00:00","BZN|SE3","Without Sequence","46.90","",""
"02/05/2024 07:00:00 - 02/05/2024 08:00:00","BZN|SE3","Without Sequence","31.45","",""
"02/05/2024 08:00:00 - 02/05/2024 09:00:00","BZN|SE3","Without Sequence","20.32","",""
"02/05/2024 09:00:00 - 02/05/2024 10:00:00","BZN|SE3","Without Sequence","8.69","",""
"02/05/2024 10:00:00 - 02/05/2024 11:00:00","BZN|SE3","Without Sequence","4.97","",""
"02/05/2024 11:00:00 - 02/05/2024 12:00:00","BZN|SE3","Without Sequence","4.92","",""
"02/05/2024 12:00:00 - 02/05/2024 13:00:00","BZN|SE3","Without Sequence","4.91","",""
"02/05/2024 13:00:00 - 02/05/2024 14:00:00","BZN|SE3","Without Sequence","6.55","",""
"02/05/2024 14:00:00 - 02/05/2024 15:00:00","BZN|SE3","Without Sequence","22.02","",""
"02/05/2024 15:00:00 - 02/05/2024 16:00:00","BZN|SE3","Without Sequence","34.92","",""
"02/05/2024 16:00:00 - 02/05/2024 17:00:00","BZN|SE3","Without Sequence","39.05","",""
"02/05/2024 17:00:00 - 02/05/2024 18:00:00","BZN|SE3","Without Sequence","41.92","",""
"02/05/2024 18:00:00 - 02/05/2024 19:00:00","BZN|SE3","Without Sequence","41.99","",""
"02/05/2024 19:00:00 - 02/05/2024 20:00:00","BZN|SE3","Without Sequence","41.92","",""
"02/05/2024 20:00:00 - 02/05/2024 21:00:00","BZN|SE3","Without Sequence","37.87","",""
"02/05/2024 21:00:00 - 02/05/2024 22:00:00","BZN|SE3","Without Sequence","33.93","",""
"02/05/2024 22:00:00 - 02/05/2024 23:00:00","BZN|SE3","Without Sequence","29.78","",""
"02/05/2024 23:00:00 - 03/05/2024 00:00:00","BZN|SE3","Without Sequence","29.35","",""
"03/05/2024 00:00:00 - 03/05/2024 01:00:00","BZN|SE3","Without Sequence","29.96","",""
"03/05/2024 01:00:00 - 03/05/2024 02:00:00","BZN|SE3","Without Sequence","30.01","",""
"03/05/2024 02:00:00 - 03/05/2024 03:00:00","BZN|SE3","Without Sequence","30.44","",""
"03/05/2024 03:00:00 - 03/05/2024 04:00:00","BZN|SE3","Without Sequence","31.94","",""
"03/05/2024 04:00:00 - 03/05/2024 05:00:00","BZN|SE3","Without Sequence","35.08","",""
"03/05/2024 05:00:00 - 03/05/2024 06:00:00","BZN|SE3","Without Sequence","42.96","",""
"03/05/2024 06:00:00 - 03/05/2024 07:00:00","BZN|SE3","Without Sequence","42.74","",""
"03/05/2024 07:00:00 - 03/05/2024 08:00:00","BZN|SE3","Without Sequence","38.69","",""
"03/05/2024 08:00:00 - 03/05/2024 09:00:00","BZN|SE3","Without Sequence","38.09","",""
"03/05/2024 09:00:00 - 03/05/2024 10:00:00","BZN|SE3","Without Sequence","34.98","",""
"03/05/2024 10:00:00 - 03/05/2024 11:00:00","BZN|SE3","Without Sequence","34.17","",""
"03/05/2024 11:00:00 - 03/05/2024 12:00:00","BZN|SE3","Without Sequence","32.61","",""
"03/05/2024 12:00:00 - 03/05/2024 13:00:00","BZN|SE3","Without Sequence","31.77","",""
"03/05/2024 13:00:00 - 03/05/2024 14:00:00","BZN|SE3","Without Sequence","32.13","",""
"03/05/2024 14:00:00 - 03/05/2024 15:00:00","BZN|SE3","Without Sequence","34.29","",""
"03/05/2024 15:00:00 - 03/05/2024 16:00:00","BZN|SE3","Without Sequence","37.49","",""
"03/05/2024 16:00:00 - 03/05/2024 17:00:00","BZN|SE3","Without Sequence","39.51","",""
"03/05/2024 17:00:00 - 03/05/2024 18:00:00","BZN|SE3","Without Sequence","41.60","",""
"03/05/2024 18:00:00 - 03/05/2024 19:00:00","BZN|SE3","Without Sequence","39.76","",""
"03/05/2024 19:00:00 - 03/05/2024 20:00:00","BZN|SE3","Without Sequence","37.09","",""
"03/05/2024 20:00:00 - 03/05/2024 21:00:00","BZN|SE3","Without Sequence","31.86","",""
"03/05/2024 21:00:00 - 03/05/2024 22:00:00","BZN|SE3","Without Sequence","25.74","",""
"03/05/2024 22:00:00 - 03/05/2024 23:00:00","BZN|SE3","Without Sequence","19.57","",""
"03/05/2024 23:00:00 - 04/05/2024 00:00:00","BZN|SE3","Without Sequence","17.15","",""
"04/05/2024 00:00:00 - 04/05/2024 01:00:00","BZN|SE3","Without Sequence","16.18","",""
"04/05/2024 01:00:00 - 04/05/2024 02:00:00","BZN|SE3","Without Sequence","18.33","",""
"04/05/2024 02:00:00 - 04/05/2024 03:00:00","BZN|SE3","Without Sequence","20.47","",""
"04/05/2024 03:00:00 - 04/05/2024 04:00:00","BZN|SE3","Without Sequence","22.90","",""
"04/05/2024 04:00:00 - 04/05/2024 05:00:00","BZN|SE3","Without Sequence","25.22","",""
"04/05/2024 05:00:00 - 04/05/2024 06:00:00","BZN|SE3","Without Sequence","30.33","",""
"04/05/2024 06:00:00 - 04/05/2024 07:00:00","BZN|SE3","Without Sequence","39.27","",""
"04/05/2024 07:00:00 - 04/05/2024 08:00:00","BZN|SE3","Without Sequence","38.09","",""
"04/05/2024 08:00:00 - 04/05/2024 09:00:00","BZN|SE3","Without Sequence","36.50","",""
"04/05/2024 09:00:00 - 04/05/2024 10:00:00","BZN|SE3","Without Sequence","30.20","",""
"04/05/2024 10:00:00 - 04/05/2024 11:00:00","BZN|SE3","Without Sequence","24.33","",""
"04/05/2024 11:00:00 - 04/05/2024 12:00:00","BZN|SE3","Without Sequence","14.53","",""
"04/05/2024 12:00:00 - 04/05/2024 13:00:00","BZN|SE3","Without Sequence","13.34","",""
"04/05/2024 13:00:00 - 04/05/2024 14:00:00","BZN|SE3","Without Sequence","25.40","",""
"04/05/2024 14:00:00 - 04/05/2024 15:00:00","BZN|SE3","Without Sequence","30.01","",""
"04/05/2024 15:00:00 - 04/05/2024 16:00:00","BZN|SE3","Without Sequence","32.61","",""
"04/05/2024 16:00:00 - 04/05/2024 17:00:00","BZN|SE3","Without Sequence","34.59","",""
"04/05/2024 17:00:00 - 04/05/2024 18:00:00","BZN|SE3","Without Sequence","33.13","",""
"04/05/2024 18:00:00 - 04/05/2024 19:00:00","BZN|SE3","Without Sequence","34.47","",""
"04/05/2024 19:00:00 - 04/05/2024 20:00:00","BZN|SE3","Without Sequence","28.65","",""
"04/05/2024 20:00:00 - 04/05/2024 21:00:00","BZN|SE3","Without Sequence","25.33","",""
"04/05/2024 21:00:00 - 04/05/2024 22:00:00","BZN|SE3","Without Sequence","22.90","",""
"04/05/2024 22:00:00 - 04/05/2024 23:00:00","BZN|SE3","Without Sequence","26.36","",""
"04/05/2024 23:00:00 - 05/05/2024 00:00:00","BZN|SE3","Without Sequence","27.82","",""
"05/05/2024 00:00:00 - 05/05/2024 01:00:00","BZN|SE3","Without Sequence","28.09","",""
"05/05/2024 01:00:00 - 05/05/2024 02:00:00","BZN|SE3","Without Sequence","28.42","",""
"05/05/2024 02:00:00 - 05/05/2024 03:00:00","BZN|SE3","Without Sequence","29.39","",""
"05/05/2024 03:00:00 - 05/05/2024 04:00:00","BZN|SE3","Without Sequence","29.04","",""
"05/05/2024 04:00:00 - 05/05/2024 05:00:00","BZN|SE3","Without Sequence","31.32","",""
"05/05/2024 05:00:00 - 05/05/2024 06:00:00","BZN|SE3","Without Sequence","34.54","",""
"05/05/2024 06:00:00 - 05/05/2024 07:00:00","BZN|SE3","Without Sequence","35.72","",""
"05/05/2024 07:00:00 - 05/05/2024 08:00:00","BZN|SE3","Without Sequence","25.63","",""
"05/05/2024 08:00:00 - 05/05/2024 09:00:00","BZN|SE3","Without Sequence","9.33","",""
"05/05/2024 09:00:00 - 05/05/2024 10:00:00","BZN|SE3","Without Sequence","3.70","",""
"05/05/2024 10:00:00 - 05/05/2024 11:00:00","BZN|SE3","Without Sequence","3.27","",""
"05/05/2024 11:00:00 - 05/05/2024 12:00:00","BZN|SE3","Without Sequence","2.00","",""
"05/05/2024 12:00:00 - 05/05/2024 13:00:00","BZN|SE3","Without Sequence","1.90","",""
"05/05/2024 13:00:00 - 05/05/2024 14:00:00","BZN|SE3","Without Sequence","4.27","",""
"05/05/2024 14:00:00 - 05/05/2024 15:00:00","BZN|SE3","Without Sequence","4.90","",""
"05/05/2024 15:00:00 - 05/05/2024 16:00:00","BZN|SE3","Without Sequence","32.00","",""
"05/05/2024 16:00:00 - 05/05/2024 17:00:00","BZN|SE3","Without Sequence","37.71","",""
"05/05/2024 17:00:00 - 05/05/2024 18:00:00","BZN|SE3","Without Sequence","43.22","",""
"05/05/2024 18:00:00 - 05/05/2024 19:00:00","BZN|SE3","Without Sequence","46.65","",""
"05/05/2024 19:00:00 - 05/05/2024 20:00:00","BZN|SE3","Without Sequence","43.71","",""
"05/05/2024 20:00:00 - 05/05/2024 21:00:00","BZN|SE3","Without Sequence","40.06","",""
"05/05/2024 21:00:00 - 05/05/2024 22:00:00","BZN|SE3","Without Sequence","24.11","",""
"05/05/2024 22:00:00 - 05/05/2024 23:00:00","BZN|SE3","Without Sequence","26.92","",""
"05/05/2024 23:00:00 - 06/05/2024 00:00:00","BZN|SE3","Without Sequence","25.74","",""
"06/05/2024 00:00:00 - 06/05/2024 01:00:00","BZN|SE3","Without Sequence","25.16","",""
"06/05/2024 01:00:00 - 06/05/2024 02:00:00","BZN|SE3","Without Sequence","24.95","",""
"06/05/2024 02:00:00 - 06/05/2024 03:00:00","BZN|SE3","Without Sequence","27.89","",""
"06/05/2024 03:00:00 - 06/05/2024 04:00:00","BZN|SE3","Without Sequence","34.65","",""
"06/05/2024 04:00:00 - 06/05/2024 05:00:00","BZN|SE3","Without Sequence","48.69","",""
"06/05/2024 05:00:00 - 06/05/2024 06:00:00","BZN|SE3","Without Sequence","54.43","",""
"06/05/2024 06:00:00 - 06/05/2024 07:00:00","BZN|SE3","Without Sequence","67.96","",""
"06/05/2024 07:00:00 - 06/05/2024 08:00:00","BZN|SE3","Without Sequence","69.81","",""
"06/05/2024 08:00:00 - 06/05/2024 09:00:00","BZN|SE3","Without Sequence","60.02","",""
"06/05/2024 09:00:00 - 06/05/2024 10:00:00","BZN|SE3","Without Sequence","49.55","",""
"06/05/2024 10:00:00 - 06/05/2024 11:00:00","BZN|SE3","Without Sequence","48.79","",""
"06/05/2024 11:00:00 - 06/05/2024 12:00:00","BZN|SE3","Without Sequence","48.92","",""
"06/05/2024 12:00:00 - 06/05/2024 13:00:00","BZN|SE3","Without Sequence","48.59","",""
"06/05/2024 13:00:00 - 06/05/2024 14:00:00","BZN|SE3","Without Sequence","48.55","",""
"06/05/2024 14:00:00 - 06/05/2024 15:00:00","BZN|SE3","Without Sequence","48.50","",""
"06/05/2024 15:00:00 - 06/05/2024 16:00:00","BZN|SE3","Without Sequence","49.97","",""
"06/05/2024 16:00:00 - 06/05/2024 17:00:00","BZN|SE3","Without Sequence","67.91","",""
"06/05/2024 17:00:00 - 06/05/2024 18:00:00","BZN|SE3","Without Sequence","70.04","",""
"06/05/2024 18:00:00 - 06/05/2024 19:00:00","BZN|SE3","Without Sequence","69.42","",""
"06/05/2024 19:00:00 - 06/05/2024 20:00:00","BZN|SE3","Without Sequence","60.05","",""
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|SE3","Without Sequence","48.52","",""
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|SE3","Without Sequence","35.15","",""
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|SE3","Without Sequence","35.46","",""
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|SE3","Without Sequence","35.05","",""
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|SE3","Without Sequence","34.81","",""
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|SE3","Without Sequence","34.74","",""
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|SE3","Without Sequence","35.19","",""
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|SE3","Without Sequence","50.73","",""
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|SE3","Without Sequence","95.99","",""
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|SE3","Without Sequence","118.21","",""
"07/05/2024 06:00:00 - 07/05/2024 07:00:00","BZN|SE3","Without Sequence","112.66","",""
"07/05/2024 07:00:00 - 07/05/2024 08:00:00","BZN|SE3","Without Sequence","91.75","",""
"07/05/2024 08:00:00 - 07/05/2024 09:00:00","BZN|SE3","Without Sequence","82.62","",""
"07/05/2024 09:00:00 - 07/05/2024 10:00:00","BZN|SE3","Without Sequence","69.91","",""
"07/05/2024 10:00:00 - 07/05/2024 11:00:00","BZN|SE3","Without Sequence","55.31","",""
"07/05/2024 11:00:00 - 07/05/2024 12:00:00","BZN|SE3","Without Sequence","47.01","",""
"07/05/2024 12:00:00 - 07/05/2024 13:00:00","BZN|SE3","Without Sequence","40.05","",""
"07/05/2024 13:00:00 - 07/05/2024 14:00:00","BZN|SE3","Without Sequence","36.41","",""
"07/05/2024 14:00:00 - 07/05/2024 15:00:00","BZN|SE3","Without Sequence","51.76","",""
"07/05/2024 15:00:00 - 07/05/2024 16:00:00","BZN|SE3","Without Sequence","58.63","",""
"07/05/2024 16:00:00 - 07/05/2024 17:00:00","BZN|SE3","Without Sequence","79.53","",""
"07/05/2024 17:00:00 - 07/05/2024 18:00:00","BZN|SE3","Without Sequence","130.64","",""
"07/05/2024 18:00:00 - 07/05/2024 19:00:00","BZN|SE3","Without Sequence","115.00","",""
"07/05/2024 19:00:00 - 07/05/2024 20:00:00","BZN|SE3","Without Sequence","99.95","",""
"07/05/2024 20:00:00 - 07/05/2024 21:00:00","BZN|SE3","Without Sequence","74.21","",""
"07/05/2024 21:00:00 - 07/05/2024 22:00:00","BZN|SE3","Without Sequence","50.55","",""
"07/05/2024 22:00:00 - 07/05/2024 23:00:00","BZN|SE3","Without Sequence","52.97","",""
"07/05/2024 23:00:00 - 08/05/2024 00:00:00","BZN|SE3","Without Sequence","52.23","",""
"08/05/2024 00:00:00 - 08/05/2024 01:00:00","BZN|SE3","Without Sequence","50.87","",""
"08/05/2024 01:00:00 - 08/05/2024 02:00:00","BZN|SE3","Without Sequence","48.01","",""
"08/05/2024 02:00:00 - 08/05/2024 03:00:00","BZN|SE3","Without Sequence","52.26","",""
"08/05/2024 03:00:00 - 08/05/2024 04:00:00","BZN|SE3","Without Sequence","53.06","",""
"08/05/2024 04:00:00 - 08/05/2024 05:00:00","BZN|SE3","Without Sequence","104.90","",""
"08/05/2024 05:00:00 - 08/05/2024 06:00:00","BZN|SE3","Without Sequence","116.77","",""
"08/05/2024 06:00:00 - 08/05/2024 07:00:00","BZN|SE3","Without Sequence","107.48","",""
"08/05/2024 07:00:00 - 08/05/2024 08:00:00","BZN|SE3","Without Sequence","90.19","",""
"08/05/2024 08:00:00 - 08/05/2024 09:00:00","BZN|SE3","Without Sequence","83.66","",""
"08/05/2024 09:00:00 - 08/05/2024 10:00:00","BZN|SE3","Without Sequence","77.57","",""
"08/05/2024 10:00:00 - 08/05/2024 11:00:00","BZN|SE3","Without Sequence","71.18","",""
"08/05/2024 11:00:00 - 08/05/2024 12:00:00","BZN|SE3","Without Sequence","61.93","",""
"08/05/2024 12:00:00 - 08/05/2024 13:00:00","BZN|SE3","Without Sequence","62.09","",""
"08/05/2024 13:00:00 - 08/05/2024 14:00:00","BZN|SE3","Without Sequence","59.89","",""
"08/05/2024 14:00:00 - 08/05/2024 15:00:00","BZN|SE3","Without Sequence","64.10","",""
"08/05/2024 15:00:00 - 08/05/2024 16:00:00","BZN|SE3","Without Sequence","87.95","",""
"08/05/2024 16:00:00 - 08/05/2024 17:00:00","BZN|SE3","Without Sequence","103.95","",""
"08/05/2024 17:00:00 - 08/05/2024 18:00:00","BZN|SE3","Without Sequence","124.48","",""
"08/05/2024 18:00:00 - 08/05/2024 19:00:00","BZN|SE3","Without Sequence","134.42","",""
"08/05/2024 19:00:00 - 08/05/2024 20:00:00","BZN|SE3","Without Sequence","113.97","",""
"08/05/2024 20:00:00 - 08/05/2024 21:00:00","BZN|SE3","Without Sequence","94.22","",""
"08/05/2024 21:00:00 - 08/05/2024 22:00:00","BZN|SE3","Without Sequence","85.85","",""
"08/05/2024 22:00:00 - 08/05/2024 23:00:00","BZN|SE3","Without Sequence","51.55","",""
"08/05/2024 23:00:00 - 09/05/2024 00:00:00","BZN|SE3","Without Sequence","50.52","",""
"09/05/2024 00:00:00 - 09/05/2024 01:00:00","BZN|SE3","Without Sequence","29.92","",""
"09/05/2024 01:00:00 - 09/05/2024 02:00:00","BZN|SE3","Without Sequence","25.90","",""
"09/05/2024 02:00:00 - 09/05/2024 03:00:00","BZN|SE3","Without Sequence","25.69","",""
"09/05/2024 03:00:00 - 09/05/2024 04:00:00","BZN|SE3","Without Sequence","25.49","",""
"09/05/2024 04:00:00 - 09/05/2024 05:00:00","BZN|SE3","Without Sequence","28.45","",""
"09/05/2024 05:00:00 - 09/05/2024 06:00:00","BZN|SE3","Without Sequence","34.69","",""
"09/05/2024 06:00:00 - 09/05/2024 07:00:00","BZN|SE3","Without Sequence","39.90","",""
"09/05/2024 07:00:00 - 09/05/2024 08:00:00","BZN|SE3","Without Sequence","23.34","",""
"09/05/2024 08:00:00 - 09/05/2024 09:00:00","BZN|SE3","Without Sequence","4.98","",""
"09/05/2024 09:00:00 - 09/05/2024 10:00:00","BZN|SE3","Without Sequence","1.09","",""
